"Stkcd","Trddt","ChangeRatio"
"601688","2021-04-16","0.005389"
"601688","2021-04-19","0.016081"
"601688","2021-04-20","-0.007034"
"601688","2021-04-21","-0.006494"
"601688","2021-04-22","-0.001783"
"601688","2021-04-23","-0.005357"
"601688","2021-04-26","-0.017953"
"601688","2021-04-27","-0.027422"
"601688","2021-04-28","-0.027569"
"601688","2021-04-29","0.032861"
"601688","2021-04-30","-0.006862"
"601688","2021-05-06","-0.004397"
"601688","2021-05-07","-0.000631"
"601688","2021-05-10","-0.003157"
"601688","2021-05-11","0.008866"
"601688","2021-05-12","0.000000"
"601688","2021-05-13","-0.005650"
"601688","2021-05-14","0.047348"
"601688","2021-05-17","-0.018686"
"601688","2021-05-18","0.001843"
"601688","2021-05-19","-0.009197"
"601688","2021-05-20","0.006807"
"601688","2021-05-21","-0.007990"
"601688","2021-05-24","0.011772"
"601688","2021-05-25","0.029394"
"601688","2021-05-26","-0.001785"
"601688","2021-05-27","0.002980"
"601688","2021-05-28","0.017231"
"601688","2021-05-31","0.002921"
"601688","2021-06-01","-0.017472"
"601688","2021-06-02","-0.016005"
"601688","2021-06-03","-0.004819"
"601688","2021-06-04","0.005448"
"601688","2021-06-07","0.001204"
"601688","2021-06-08","0.000601"
"601688","2021-06-09","-0.019832"
"601688","2021-06-10","-0.007357"
"601688","2021-06-11","-0.009883"
"601688","2021-06-15","-0.017467"
"601688","2021-06-16","0.001905"
"601688","2021-06-17","-0.004436"
"601688","2021-06-18","0.008275"
"601688","2021-06-21","0.000631"
"601688","2021-06-22","-0.000631"
"601688","2021-06-23","-0.003788"
"601688","2021-06-24","0.001901"
"601688","2021-06-25","0.015180"
"601688","2021-06-28","-0.009346"
"601688","2021-06-29","-0.009434"
"601688","2021-06-30","0.003175"
"601688","2021-07-01","0.005063"
"601688","2021-07-02","-0.020781"
"601688","2021-07-05","-0.004502"
"601688","2021-07-06","0.001938"
"601688","2021-07-07","0.000000"
"601688","2021-07-08","-0.004513"
"601688","2021-07-09","0.000000"
"601688","2021-07-12","0.008420"
"601688","2021-07-13","-0.000642"
"601688","2021-07-14","-0.010925"
"601688","2021-07-15","0.003899"
"601688","2021-07-16","0.002589"
"601688","2021-07-19","-0.003228"
"601688","2021-07-20","-0.002591"
"601688","2021-07-21","0.002597"
"601688","2021-07-22","0.010363"
"601688","2021-07-23","0.002564"
"601688","2021-07-26","-0.017263"
"601688","2021-07-27","-0.044242"
"601688","2021-07-28","-0.007488"
"601688","2021-07-29","0.004801"
"601688","2021-07-30","-0.014334"
"601688","2021-08-02","0.032548"
"601688","2021-08-03","0.002012"
"601688","2021-08-04","-0.000669"
"601688","2021-08-05","-0.006028"
"601688","2021-08-06","-0.010388"
"601688","2021-08-09","0.021693"
"601688","2021-08-10","0.015753"
"601688","2021-08-11","0.000674"
"601688","2021-08-12","-0.006065"
"601688","2021-08-13","-0.002712"
"601688","2021-08-16","0.009517"
"601688","2021-08-17","0.000000"
"601688","2021-08-18","0.084848"
"601688","2021-08-19","0.001241"
"601688","2021-08-20","0.010539"
"601688","2021-08-23","-0.013497"
"601688","2021-08-24","0.031716"
"601688","2021-08-25","-0.010247"
"601688","2021-08-26","-0.028015"
"601688","2021-08-27","-0.010652"
"601688","2021-08-30","0.010133"
"601688","2021-08-31","0.026959"
"601688","2021-09-01","0.038462"
"601688","2021-09-02","0.034685"
"601688","2021-09-03","-0.013636"
"601688","2021-09-06","0.039747"
"601688","2021-09-07","0.034903"
"601688","2021-09-08","0.001071"
"601688","2021-09-09","-0.019251"
"601688","2021-09-10","0.034896"
"601688","2021-09-13","0.008957"
"601688","2021-09-14","-0.030809"
"601688","2021-09-15","-0.025323"
"601688","2021-09-16","-0.022664"
"601688","2021-09-17","0.015837"
"601688","2021-09-22","-0.010579"
"601688","2021-09-23","0.013506"
"601688","2021-09-24","-0.014436"
"601688","2021-09-27","-0.032113"
"601688","2021-09-28","0.031432"
"601688","2021-09-29","-0.031603"
"601688","2021-09-30","-0.009907"
"601688","2021-10-08","0.019423"
"601688","2021-10-11","-0.014434"
"601688","2021-10-12","-0.035735"
"601688","2021-10-13","-0.010328"
"601688","2021-10-14","0.001228"
"601688","2021-10-15","-0.001839"
"601688","2021-10-18","0.003071"
"601688","2021-10-19","0.001837"
"601688","2021-10-20","-0.012836"
"601688","2021-10-21","0.007430"
"601688","2021-10-22","0.003688"
"601688","2021-10-25","0.009186"
"601688","2021-10-26","-0.023058"
"601688","2021-10-27","-0.024224"
"601688","2021-10-28","-0.000637"
"601688","2021-10-29","0.010828"
"601688","2021-11-01","0.018904"
"601688","2021-11-02","-0.022263"
"601688","2021-11-03","-0.006958"
"601688","2021-11-04","-0.007006"
"601688","2021-11-05","-0.006414"
"601688","2021-11-08","0.002582"
"601688","2021-11-09","0.002576"
"601688","2021-11-10","-0.009634"
"601688","2021-11-11","0.031128"
"601688","2021-11-12","0.011321"
"601688","2021-11-15","-0.015547"
"601688","2021-11-16","-0.005685"
"601688","2021-11-17","-0.007624"
"601688","2021-11-18","-0.013444"
"601688","2021-11-19","0.018170"
"601688","2021-11-22","0.001912"
"601688","2021-11-23","0.030534"
"601688","2021-11-24","0.000000"
"601688","2021-11-25","0.001235"
"601688","2021-11-26","-0.019729"
"601688","2021-11-29","-0.016352"
"601688","2021-11-30","0.011509"
"601688","2021-12-01","0.025917"
"601688","2021-12-02","0.010474"
"601688","2021-12-03","0.001829"
"601688","2021-12-06","0.029823"
"601688","2021-12-07","0.003546"
"601688","2021-12-08","0.008245"
"601688","2021-12-09","0.009346"
"601688","2021-12-10","-0.018519"
"601688","2021-12-13","0.008844"
"601688","2021-12-14","-0.001169"
"601688","2021-12-15","0.007022"
"601688","2021-12-16","0.009878"
"601688","2021-12-17","-0.012658"
"601688","2021-12-20","-0.018065"
"601688","2021-12-21","0.024926"
"601688","2021-12-22","-0.002316"
"601688","2021-12-23","0.001741"
"601688","2021-12-24","-0.005794"
"601688","2021-12-27","0.009907"
"601688","2021-12-28","0.001731"
"601688","2021-12-29","-0.006336"
"601688","2021-12-30","0.025507"
"601688","2021-12-31","0.003957"
